rank,base_product,suggested_product,recommendation_basis,commercial_review,location_priority_bucket,location_proximity,priority_bucket,score,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,suggested_customer_count,suggested_product_last_seen_date,suggested_product_orders_last_12m,suggested_product_recent_activity_weight,suggested_product_live_title,suggested_product_url,suggested_product_url_match_score,suggested_product_url_match_gap,suggested_product_url_confidence,suggested_product_locality,suggested_product_country,suggested_product_continent,overlap_customer_count,later_customer_count,later_customer_weighted_12m,post_purchase_rate,same_order_count,same_order_weighted_12m,same_order_rate,phi_coefficient,lift,recency_weighted_score,confidence_flag,suggested_product_url_clean
3,Watch a game at Huracán - Toma…,Velez Sarsfield like a local:…,later_lifecycle,approved_same_city,0,same_city,3,68.236234,49,51,2026-04-13,51,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,high,Buenos Aires,Argentina,South America,45,2026-04-06,46,78.10411,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.771,0.91,high,Buenos Aires,Argentina,South America,3,1,1.4,0.020408,0,0.0,0.0,0.053117,5.616327,68.236234,medium,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/
1,🏆 Top Rated Boca Experience |…,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0,same_city,1,103.681484,48,50,2026-04-06,50,🏆 Top Rated Boca Experience | Premium Seats | Full Transfer,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,Buenos Aires,Argentina,South America,2,2,3.284932,0.041667,0,0.0,0.0,0.020758,2.457143,103.681484,high,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
2,🏆 Top Rated Boca Experience |…,Buenos Aires: CA Huracán Match…,later_lifecycle,approved_same_city,0,same_city,1,59.095256,48,50,2026-04-06,50,🏆 Top Rated Boca Experience | Premium Seats | Full Transfer,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/,high,Buenos Aires,Argentina,South America,25,2026-04-09,26,40.641094,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.304,1.185,high,Buenos Aires,Argentina,South America,2,2,3.279452,0.041667,0,0.0,0.0,0.049784,6.88,59.095256,high,https://homefans.com/product/huracan-experience-standing-spots/
3,🏆 Top Rated Boca Experience |…,Experience River Plate Matchda…,same_order_bundle,approved_same_city,0,same_city,2,143.975643,48,50,2026-04-06,50,🏆 Top Rated Boca Experience | Premium Seats | Full Transfer,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/,high,Buenos Aires,Argentina,South America,125,2026-04-13,128,200.791785,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.118,0.5,high,Buenos Aires,Argentina,South America,2,0,0.0,0.0,1,1.756164,0.02,0.007207,1.376,143.975643,medium,https://homefans.com/product/river-plate-matchday-experience/
1,Velez Sarsfield like a local:…,Experience River Plate Matchda…,later_lifecycle,approved_same_city,0,same_city,1,171.802533,45,46,2026-04-06,46,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,high,Buenos Aires,Argentina,South America,125,2026-04-13,128,200.791785,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.118,0.5,high,Buenos Aires,Argentina,South America,5,2,2.926027,0.044444,1,1.756164,0.021739,0.04952,3.669333,171.802533,high,https://homefans.com/product/river-plate-matchday-experience/
2,Velez Sarsfield like a local:…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,1,108.643841,45,46,2026-04-06,46,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,Buenos Aires,Argentina,South America,5,3,5.249315,0.066667,1,1.756164,0.021739,0.107115,11.186992,108.643841,high,https://homefans.com/product/independiente-local-matchday-experience/
3,Velez Sarsfield like a local:…,Watch a game at Huracán - Toma…,later_lifecycle,approved_same_city,0,same_city,1,87.265776,45,46,2026-04-06,46,Velez Sarsfield like a local: Matchday!,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,high,Buenos Aires,Argentina,South America,49,2026-04-13,51,82.87945,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.205,1.22,high,Buenos Aires,Argentina,South America,3,2,3.720548,0.044444,0,0.0,0.0,0.053117,5.616327,87.265776,high,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/
1,Fluminense FC Matchday Experie…,Vasco da Gama Matchday Experie…,lifetime_overlap,approved_same_city,0,same_city,4,82.92417,44,44,2026-03-19,44,Fluminense FC Matchday Experience – Short Side seats & Local Guide,https://homefans.com/product/fluminense-fc-matchday-experience/,high,Rio de Janeiro,Brazil,South America,78,2026-04-13,78,126.536989,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.648,0.217,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.002921,1.202797,82.92417,low,https://homefans.com/product/vasco-da-gama-matchday-experience-4/
2,Fluminense FC Matchday Experie…,Watch São Paulo FC Live at Mor…,lifetime_overlap,approved_same_country,1,same_country,4,27.96778,44,44,2026-03-19,44,Fluminense FC Matchday Experience – Short Side seats & Local Guide,https://homefans.com/product/fluminense-fc-matchday-experience/,high,Rio de Janeiro,Brazil,South America,21,2026-04-08,21,32.863015,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.216,0.969,high,São Paulo,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.025737,4.467532,27.96778,low,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/
1,Fenerbahçe Matchday Experience,Istanbul Football Experience:…,later_lifecycle,approved_same_city,0,same_city,1,63.967787,42,45,2026-04-07,45,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,high,Istanbul,Turkey,Europe,33,2026-04-12,33,50.999998,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.818,0.014,medium,Istanbul,Turkey,Europe,2,2,2.928767,0.047619,0,0.0,0.0,0.045113,5.95671,63.967787,high,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/
2,Fenerbahçe Matchday Experience,Istanbul Matchday Experiences,later_lifecycle,approved_same_city,0,same_city,1,50.046593,42,45,2026-04-07,45,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,high,Istanbul,Turkey,Europe,15,2025-11-14,16,22.912328,Istanbul Matchday Experiences,https://homefans.com/product/istanbul-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.39,1.336,high,Istanbul,Turkey,Europe,4,2,2.704109,0.047619,0,0.0,0.0,0.15435,26.209524,50.046593,high,https://homefans.com/product/istanbul-matchday-experiences/
3,Fenerbahçe Matchday Experience,Galatasaray Matchday Experienc…,later_lifecycle,approved_same_city,0,same_city,1,48.036339,42,45,2026-04-07,45,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,high,Istanbul,Turkey,Europe,8,2026-03-17,8,13.958904,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.21,0.232,high,Istanbul,Turkey,Europe,3,2,3.219179,0.047619,0,0.0,0.0,0.160194,36.857143,48.036339,high,https://homefans.com/product/galatasaray-matchday-experiences/
1,CA Independiente Local Matchda…,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0,same_city,1,220.373719,41,41,2026-04-13,41,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,high,Buenos Aires,Argentina,South America,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,Buenos Aires,Argentina,South America,4,2,3.967124,0.04878,0,0.0,0.0,0.025717,2.188759,220.373719,high,https://homefans.com/product/boca-juniors-matchday-experience-4/
2,CA Independiente Local Matchda…,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0,same_city,1,107.428154,41,41,2026-04-13,41,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.404,0.806,high,Buenos Aires,Argentina,South America,3,2,3.564383,0.04878,0,0.0,0.0,0.043608,4.314983,107.428154,high,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
3,CA Independiente Local Matchda…,Racing Club Local Matchday Exp…,later_lifecycle,approved_same_city,0,same_city,1,98.400688,41,41,2026-04-13,41,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-07,43,68.778082,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.32,0.695,high,Buenos Aires,Argentina,South America,7,3,5.287671,0.073171,0,0.0,0.0,0.162413,17.189768,98.400688,high,https://homefans.com/product/racing-club-local-matchday-experience/
1,Racing Club Local Matchday Exp…,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0,same_city,1,107.815612,41,43,2026-04-07,43,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,Buenos Aires,Argentina,South America,4,2,3.276713,0.04878,0,0.0,0.0,0.062529,5.75331,107.815612,high,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
2,Racing Club Local Matchday Exp…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,1,107.704525,41,43,2026-04-07,43,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,Buenos Aires,Argentina,South America,7,4,6.260274,0.097561,0,0.0,0.0,0.162413,17.189768,107.704525,high,https://homefans.com/product/independiente-local-matchday-experience/
3,Racing Club Local Matchday Exp…,San Lorenzo Matchday Experienc…,later_lifecycle,approved_same_city,0,same_city,1,88.251137,41,43,2026-04-07,43,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/,high,Buenos Aires,Argentina,South America,37,2026-04-13,39,63.816441,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.595,0.055,high,Buenos Aires,Argentina,South America,5,3,4.526027,0.073171,0,0.0,0.0,0.120073,13.605801,88.251137,high,https://homefans.com/product/san-lorenzo-matchday-experience/
1,Palmeiras Matchday Experience…,São Paulo FC Matchday Experien…,later_lifecycle,approved_same_city,0,same_city,3,89.453139,40,40,2026-04-13,40,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,high,São Paulo,Brazil,South America,69,2026-04-10,69,111.56439,São Paulo FC Matchday Experience,https://homefans.com/product/sao-paulo-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.21,0.005,high,São Paulo,Brazil,South America,2,1,1.791781,0.025,0,0.0,0.0,0.025682,2.991304,89.453139,medium,https://homefans.com/product/sao-paulo-fc-matchday-experience/
2,Palmeiras Matchday Experience…,SE Palmeiras Matchday Experien…,later_lifecycle,approved_same_city,0,same_city,3,72.503714,40,40,2026-04-13,40,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,high,São Paulo,Brazil,South America,57,2026-04-13,57,87.380826,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.122,0.691,high,São Paulo,Brazil,South America,1,1,1.580822,0.025,0,0.0,0.0,0.009487,1.810526,72.503714,medium,https://homefans.com/product/se-palmeiras-matchday-experience/
3,Palmeiras Matchday Experience…,🏆 Top Rated | Fluminense Match…,later_lifecycle,approved_same_country,1,same_country,3,195.211787,40,40,2026-04-13,40,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,high,São Paulo,Brazil,South America,174,2026-04-10,178,290.660276,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.316,1.079,high,Rio de Janeiro,Brazil,South America,2,1,1.619178,0.025,0,0.0,0.0,0.003864,1.186207,195.211787,medium,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/
1,San Lorenzo Matchday Experienc…,Racing Club Local Matchday Exp…,later_lifecycle,approved_same_city,0,same_city,1,82.152233,37,39,2026-04-13,39,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-07,43,68.778082,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.32,0.695,high,Buenos Aires,Argentina,South America,5,2,3.449315,0.054054,0,0.0,0.0,0.120073,13.605801,82.152233,high,https://homefans.com/product/racing-club-local-matchday-experience/
2,San Lorenzo Matchday Experienc…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,1,80.54741,37,39,2026-04-13,39,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,Buenos Aires,Argentina,South America,4,2,3.405479,0.054054,0,0.0,0.0,0.094154,10.884641,80.54741,high,https://homefans.com/product/independiente-local-matchday-experience/
3,San Lorenzo Matchday Experienc…,Platense - Match Day Experienc…,later_lifecycle,approved_same_city,0,same_city,1,53.820939,37,39,2026-04-13,39,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,high,Buenos Aires,Argentina,South America,17,2026-03-13,18,29.49589,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,1.928,0.211,high,Buenos Aires,Argentina,South America,3,2,2.928767,0.054054,0,0.0,0.0,0.11429,19.688394,53.820939,high,https://homefans.com/product/platense-match-day-experience/
1,Boca Juniors Experience: Bombo…,River Plate Matchday Experienc…,later_lifecycle,approved_same_city,0,same_city,3,80.287355,33,33,2026-04-10,33,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,high,Buenos Aires,Argentina,South America,64,2026-04-11,64,103.358908,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.369,0.048,high,Buenos Aires,Argentina,South America,1,1,1.347945,0.030303,0,0.0,0.0,0.010753,1.954545,80.287355,medium,https://homefans.com/product/see-river-plate-live-in-el-monumental/
2,Boca Juniors Experience: Bombo…,Buenos Aires: The Ultimate Die…,later_lifecycle,approved_same_city,0,same_city,3,39.419158,33,33,2026-04-10,33,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,high,Buenos Aires,Argentina,South America,15,2026-04-08,15,22.419178,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.016,0.942,high,Buenos Aires,Argentina,South America,3,1,1.315068,0.030303,0,0.0,0.0,0.130208,25.018182,39.419158,medium,https://homefans.com/product/diego-maradona-the-ultimate-experience/
3,Boca Juniors Experience: Bombo…,Platense - Match Day Experienc…,later_lifecycle,approved_same_city,0,same_city,3,37.952885,33,33,2026-04-10,33,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,high,Buenos Aires,Argentina,South America,17,2026-03-13,18,29.49589,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,1.928,0.211,high,Buenos Aires,Argentina,South America,1,1,1.594521,0.030303,0,0.0,0.0,0.036705,7.358289,37.952885,medium,https://homefans.com/product/platense-match-day-experience/
1,Istanbul Football Experience:…,Galatasaray Matchday Experienc…,later_lifecycle,approved_same_city,0,same_city,3,30.629913,33,33,2026-04-12,33,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,medium,Istanbul,Turkey,Europe,8,2026-03-17,8,13.958904,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.21,0.232,high,Istanbul,Turkey,Europe,1,1,1.594521,0.030303,0,0.0,0.0,0.057897,15.636364,30.629913,medium,https://homefans.com/product/galatasaray-matchday-experiences/
2,Istanbul Football Experience:…,Fenerbahçe Matchday Experience,lifetime_overlap,approved_same_city,0,same_city,4,51.932538,33,33,2026-04-12,33,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,medium,Istanbul,Turkey,Europe,42,2026-04-07,45,69.854798,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.67,0.111,high,Istanbul,Turkey,Europe,2,0,0.0,0.0,0,0.0,0.0,0.045113,5.95671,51.932538,medium,https://homefans.com/product/fenerbahce-matchday-experience/
3,Istanbul Football Experience:…,Beşiktaş Matchday Experience:…,lifetime_overlap,approved_same_city,0,same_city,4,27.30006,33,33,2026-04-12,33,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,medium,Istanbul,Turkey,Europe,18,2026-04-07,19,31.232878,Beşiktaş Matchday Experience: the Passion of Turkish Football,https://homefans.com/product/besiktas-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.301,0.845,high,Istanbul,Turkey,Europe,1,0,0.0,0.0,0,0.0,0.0,0.035345,6.949495,27.30006,low,https://homefans.com/product/besiktas-matchday-experience-2/
1,Atletico Nacional Matchday Exp…,Independiente Medellin Matchda…,later_lifecycle,approved_same_city,0,same_city,3,30.978796,32,33,2026-03-29,33,Atletico Nacional Matchday Experience (Medellin),https://homefans.com/product/atleticonacional-football-tour/,high,Medellín,Colombia,South America,12,2026-04-08,12,17.312329,Independiente Medellin Matchday Experience,https://homefans.com/product/independiente-medellin-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.858,0.089,high,Medellín,Colombia,South America,1,1,1.243836,0.03125,0,0.0,0.0,0.046532,10.75,30.978796,medium,https://homefans.com/product/independiente-medellin-matchday-experience-2/
1,Ultimate Argentina: 11 Day Foo…,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0,same_city,1,246.266324,31,32,2026-04-09,32,Ultimate Argentina: 11 Day Football Adventure in Buenos Aires,https://homefans.com/product/ultimate-argentina/,high,Buenos Aires,Argentina,South America,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,Buenos Aires,Argentina,South America,4,4,7.421919,0.129032,0,0.0,0.0,0.0356,2.894811,246.266324,high,https://homefans.com/product/boca-juniors-matchday-experience-4/
2,Ultimate Argentina: 11 Day Foo…,Experience River Plate Matchda…,later_lifecycle,approved_same_city,0,same_city,1,203.212846,31,32,2026-04-09,32,Ultimate Argentina: 11 Day Football Adventure in Buenos Aires,https://homefans.com/product/ultimate-argentina/,high,Buenos Aires,Argentina,South America,125,2026-04-13,128,200.791785,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.118,0.5,high,Buenos Aires,Argentina,South America,6,4,7.10137,0.129032,1,1.753425,0.03125,0.082878,6.391742,203.212846,high,https://homefans.com/product/river-plate-matchday-experience/
3,Ultimate Argentina: 11 Day Foo…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,1,168.791687,31,32,2026-04-09,32,Ultimate Argentina: 11 Day Football Adventure in Buenos Aires,https://homefans.com/product/ultimate-argentina/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.148,0.922,high,Buenos Aires,Argentina,South America,8,8,14.747947,0.258065,0,0.0,0.0,0.217659,25.982691,168.791687,high,https://homefans.com/product/independiente-local-matchday-experience/
1,Experience Boca Juniors at La…,Experience River Plate Matchda…,later_lifecycle,approved_same_city,0,same_city,1,153.947277,30,30,2026-04-05,30,Experience Boca Juniors at La Bombonera – Long Side with Transport,https://homefans.com/product/boca-juniors-matchday-experience-1/,high,Buenos Aires,Argentina,South America,125,2026-04-13,128,200.791785,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.118,0.5,high,Buenos Aires,Argentina,South America,2,2,2.950685,0.066667,0,0.0,0.0,0.018168,2.2016,153.947277,high,https://homefans.com/product/river-plate-matchday-experience/
1,Flamengo Matchday Like a Local…,Vasco da Gama Matchday Experie…,later_lifecycle,approved_same_city,0,same_city,3,95.188206,29,29,2026-04-12,29,Flamengo Matchday Like a Local | Long Side Tickets & Guide,https://homefans.com/product/watch-flamengo-at-maracana/,high,Rio de Janeiro,Brazil,South America,78,2026-04-13,78,126.536989,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.648,0.217,high,Rio de Janeiro,Brazil,South America,1,1,1.512329,0.034483,0,0.0,0.0,0.009629,1.824934,95.188206,medium,https://homefans.com/product/vasco-da-gama-matchday-experience-4/
2,Flamengo Matchday Like a Local…,Flamengo VIP Matchday Experien…,lifetime_overlap,approved_same_city,0,same_city,4,25.13591,29,29,2026-04-12,29,Flamengo Matchday Like a Local | Long Side Tickets & Guide,https://homefans.com/product/watch-flamengo-at-maracana/,high,Rio de Janeiro,Brazil,South America,16,2026-03-31,17,26.312328,Flamengo VIP Matchday Experience – Exclusive Box Seats,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.039,0.512,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.041432,8.896552,25.13591,low,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/
3,Flamengo Matchday Like a Local…,Palmeiras Matchday Experience…,later_lifecycle,approved_same_country,1,same_country,3,59.5713,29,29,2026-04-12,29,Flamengo Matchday Like a Local | Long Side Tickets & Guide,https://homefans.com/product/watch-flamengo-at-maracana/,high,Rio de Janeiro,Brazil,South America,40,2026-04-13,40,62.50685,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.419,0.243,high,São Paulo,Brazil,South America,1,1,1.90411,0.034483,0,0.0,0.0,0.021288,3.558621,59.5713,medium,https://homefans.com/product/palmeiras-match-day-experience-tour/
