rank,base_product,suggested_product,recommendation_basis,commercial_review,location_priority_bucket,location_proximity,priority_bucket,score,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,suggested_customer_count,suggested_product_last_seen_date,suggested_product_orders_last_12m,suggested_product_recent_activity_weight,suggested_product_live_title,suggested_product_url,suggested_product_url_match_score,suggested_product_url_match_gap,suggested_product_url_confidence,suggested_product_locality,suggested_product_country,suggested_product_continent,overlap_customer_count,later_customer_count,later_customer_weighted_12m,post_purchase_rate,same_order_count,same_order_weighted_12m,same_order_rate,phi_coefficient,lift,recency_weighted_score,confidence_flag,suggested_product_url_clean
1,Flamengo VIP Matchday Experien…,Flamengo Matchday Like a Local…,later_lifecycle,approved_same_city,0,same_city,3,49.346185,16,17,2026-03-31,17,Flamengo VIP Matchday Experience – Exclusive Box Seats,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/,high,Rio de Janeiro,Brazil,South America,29,2026-04-12,29,48.558905,Flamengo Matchday Like a Local | Long Side Tickets & Guide,https://homefans.com/product/watch-flamengo-at-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.357,0.246,high,Rio de Janeiro,Brazil,South America,1,1,1.312329,0.0625,0,0.0,0.0,0.041432,8.896552,49.346185,medium,https://homefans.com/product/watch-flamengo-at-maracana/
1,Buenos Aires: The Ultimate Die…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,1,80.69659,15,15,2026-04-08,15,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.148,0.922,high,Buenos Aires,Argentina,South America,4,2,2.860274,0.133333,0,0.0,0.0,0.156349,26.84878,80.69659,high,https://homefans.com/product/independiente-local-matchday-experience/
2,Buenos Aires: The Ultimate Die…,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0,same_city,1,72.353591,15,15,2026-04-08,15,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/,high,Buenos Aires,Argentina,South America,33,2026-04-10,33,54.093151,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.193,0.303,high,Buenos Aires,Argentina,South America,3,2,3.30137,0.133333,0,0.0,0.0,0.130208,25.018182,72.353591,high,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/
3,Buenos Aires: The Ultimate Die…,Platense - Match Day Experienc…,later_lifecycle,approved_same_city,0,same_city,1,57.398251,15,15,2026-04-08,15,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/,high,Buenos Aires,Argentina,South America,17,2026-03-13,18,29.49589,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,1.928,0.211,high,Buenos Aires,Argentina,South America,3,2,3.038357,0.133333,0,0.0,0.0,0.184715,48.564706,57.398251,high,https://homefans.com/product/platense-match-day-experience/
1,Istanbul Matchday Experiences,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0,same_city,1,79.762626,15,16,2025-11-14,16,Istanbul Matchday Experiences,https://homefans.com/product/istanbul-matchday-experiences/,high,Istanbul,Turkey,Europe,42,2026-04-07,45,69.854798,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.67,0.111,high,Istanbul,Turkey,Europe,4,2,2.621918,0.133333,0,0.0,0.0,0.15435,26.209524,79.762626,high,https://homefans.com/product/fenerbahce-matchday-experience/
2,Istanbul Matchday Experiences,Beşiktaş Matchday Experience:…,later_lifecycle,approved_same_city,0,same_city,3,40.573809,15,16,2025-11-14,16,Istanbul Matchday Experiences,https://homefans.com/product/istanbul-matchday-experiences/,high,Istanbul,Turkey,Europe,18,2026-04-07,19,31.232878,Beşiktaş Matchday Experience: the Passion of Turkish Football,https://homefans.com/product/besiktas-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.301,0.845,high,Istanbul,Turkey,Europe,1,1,1.443836,0.066667,0,0.0,0.0,0.057106,15.288889,40.573809,medium,https://homefans.com/product/besiktas-matchday-experience-2/
3,Istanbul Matchday Experiences,Galatasaray Matchday Experienc…,later_lifecycle,approved_same_city,0,same_city,3,33.040204,15,16,2025-11-14,16,Istanbul Matchday Experiences,https://homefans.com/product/istanbul-matchday-experiences/,high,Istanbul,Turkey,Europe,8,2026-03-17,8,13.958904,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.21,0.232,high,Istanbul,Turkey,Europe,1,1,1.624658,0.066667,0,0.0,0.0,0.088881,34.4,33.040204,medium,https://homefans.com/product/galatasaray-matchday-experiences/
1,Ajax Amsterdam Matchday Experi…,FC Utrecht matchday experience,later_lifecycle,approved_same_country,1,same_country,3,28.63994,13,13,2026-02-01,13,Ajax Amsterdam Matchday Experience,https://homefans.com/product/ajax-amsterdam-matchday-experience/,high,Amsterdam,Netherlands,Europe,3,2025-09-28,3,4.257534,FC Utrecht matchday experience,https://homefans.com/product/fc-utrecht-matchday-and-old-town-utrecht-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.251,0.334,high,Utrecht,Netherlands,Europe,1,1,1.460274,0.076923,0,0.0,0.0,0.158923,105.846154,28.63994,medium,https://homefans.com/product/fc-utrecht-matchday-and-old-town-utrecht-experience/
1,FC Barcelona Matchday Experien…,FC Barcelona Museum Tour with…,lifetime_overlap,approved_same_city,0,same_city,4,19.718333,13,14,2026-04-10,14,FC Barcelona Matchday Experience,https://homefans.com/product/%f0%9f%94%b4%f0%9f%94%b5fc-barcelona-matchday-experience-%f0%9f%94%b4%f0%9f%94%b5/,high,Barcelona,Spain,Europe,1,2025-11-14,1,1.589041,FC Barcelona Museum Tour with Tapas,https://homefans.com/product/fc-barcelona-museum-tour-with-tapas/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.442,0.581,high,Barcelona,Spain,Europe,1,0,0.0,0.0,0,0.0,0.0,0.276947,317.538462,19.718333,low,https://homefans.com/product/fc-barcelona-museum-tour-with-tapas/
1,🎟️🚐 Boca Juniors Game in Secto…,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0,same_city,3,90.772157,13,14,2026-02-23,14,🎟️🚐 Boca Juniors Game in Sector K: Local Host + Transport Included,https://homefans.com/product/boca-juniors-match-day-experience-2/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,Buenos Aires,Argentina,South America,1,1,1.454795,0.076923,0,0.0,0.0,0.026105,4.536264,90.772157,medium,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
2,🎟️🚐 Boca Juniors Game in Secto…,Watch a game at Huracán - Toma…,later_lifecycle,approved_same_city,0,same_city,3,70.011598,13,14,2026-02-23,14,🎟️🚐 Boca Juniors Game in Sector K: Local Host + Transport Included,https://homefans.com/product/boca-juniors-match-day-experience-2/,high,Buenos Aires,Argentina,South America,49,2026-04-13,51,82.87945,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.205,1.22,high,Buenos Aires,Argentina,South America,1,1,1.454795,0.076923,0,0.0,0.0,0.033761,6.480377,70.011598,medium,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/
3,🎟️🚐 Boca Juniors Game in Secto…,Racing Club Local Matchday Exp…,later_lifecycle,approved_same_city,0,same_city,3,65.020895,13,14,2026-02-23,14,🎟️🚐 Boca Juniors Game in Sector K: Local Host + Transport Included,https://homefans.com/product/boca-juniors-match-day-experience-2/,high,Buenos Aires,Argentina,South America,41,2026-04-07,43,68.778082,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.32,0.695,high,Buenos Aires,Argentina,South America,2,1,1.454795,0.076923,0,0.0,0.0,0.081571,15.489681,65.020895,medium,https://homefans.com/product/racing-club-local-matchday-experience/
1,Botafogo FR Matchday Experienc…,🏆 Top Rated | Fluminense Match…,later_lifecycle,approved_same_city,0,same_city,3,194.275578,12,12,2026-03-13,12,Botafogo FR Matchday Experience,https://homefans.com/product/botafogo-fr-matchday-experience/,high,Rio de Janeiro,Brazil,South America,174,2026-04-10,178,290.660276,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.316,1.079,high,Rio de Janeiro,Brazil,South America,1,1,1.460274,0.083333,0,0.0,0.0,0.011066,1.977011,194.275578,medium,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/
2,Botafogo FR Matchday Experienc…,⭐ Best Rated | Flamengo Matchd…,lifetime_overlap,approved_same_city,0,same_city,4,191.814357,12,12,2026-03-13,12,Botafogo FR Matchday Experience,https://homefans.com/product/botafogo-fr-matchday-experience/,high,Rio de Janeiro,Brazil,South America,179,2026-04-13,187,308.391772,"⭐ Best Rated | Flamengo Matchday at Maracanã – Tickets, Pre Match Experience & Local Host",https://homefans.com/product/flamengo-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.745,0.708,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.010597,1.921788,191.814357,low,https://homefans.com/product/flamengo-match-day-experience-tour/
3,Botafogo FR Matchday Experienc…,See Fluminense like a local at…,later_lifecycle,approved_same_city,0,same_city,5,440.810389,12,12,2026-03-13,12,Botafogo FR Matchday Experience,https://homefans.com/product/botafogo-fr-matchday-experience/,high,Rio de Janeiro,Brazil,South America,419,2026-04-13,427,695.83289,See Fluminense like a local at Maracanã Stadium,https://homefans.com/product/watch-fluminense-live-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.732,1.547,high,Rio de Janeiro,Brazil,South America,1,1,1.465753,0.083333,0,0.0,0.0,-0.003248,0.821002,440.810389,low,https://homefans.com/product/watch-fluminense-live-at-maracana-stadium/
1,Independiente Medellin Matchda…,Atletico Nacional Matchday Exp…,lifetime_overlap,approved_same_city,0,same_city,4,40.802812,12,12,2026-04-08,12,Independiente Medellin Matchday Experience,https://homefans.com/product/independiente-medellin-matchday-experience-2/,high,Medellín,Colombia,South America,32,2026-03-29,33,50.336985,Atletico Nacional Matchday Experience (Medellin),https://homefans.com/product/atleticonacional-football-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.349,0.891,high,Medellín,Colombia,South America,1,0,0.0,0.0,0,0.0,0.0,0.046532,10.75,40.802812,low,https://homefans.com/product/atleticonacional-football-tour/
1,Rome Matchday: The Romanisti E…,Ticket upgrade,same_order_bundle,approved_ancillary_bundle,2,ancillary_bundle,2,36.49606,12,12,2026-04-13,12,Rome Matchday: The Romanisti Experience with AS Roma,https://homefans.com/product/rome-matchday-the-romanisti-experience-with-as-roma/,high,Rome,Italy,Europe,1,2026-03-22,1,1.939726,Ticket upgrade,https://homefans.com/product/ticket-upgrade-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.476,0.416,high,,,,1,0,0.0,0.0,1,1.939726,0.083333,0.28829,344.0,36.49606,medium,https://homefans.com/product/ticket-upgrade-2/
1,Vasco da Gama Match Day Experi…,BOTAFOGO MATCHDAY EXPERIENCE,later_lifecycle,approved_same_city,0,same_city,3,35.176589,12,12,2026-03-31,12,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/,high,Rio de Janeiro,Brazil,South America,2,2026-04-13,3,5.624658,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.665,0.275,high,Rio de Janeiro,Brazil,South America,1,1,1.980822,0.083333,0,0.0,0.0,0.203282,172.0,35.176589,medium,https://homefans.com/product/botafogo-matchday-experience-2/
2,Vasco da Gama Match Day Experi…,Flamengo Matchday with Transpo…,lifetime_overlap,approved_same_city,0,same_city,4,31.743946,12,12,2026-03-31,12,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/,high,Rio de Janeiro,Brazil,South America,20,2026-04-09,20,34.561642,Flamengo Matchday with Transport & Long Side seats,https://homefans.com/product/flamengos-game-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.0,0.487,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.061033,17.2,31.743946,low,https://homefans.com/product/flamengos-game-at-maracana-stadium/
3,Vasco da Gama Match Day Experi…,Fluminense Game Experience at…,lifetime_overlap,approved_same_city,0,same_city,4,21.90768,12,12,2026-03-31,12,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/,high,Rio de Janeiro,Brazil,South America,9,2026-03-09,9,15.101369,Fluminense Game Experience at Maracanã Stadium,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.489,0.544,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.093946,38.222222,21.90768,low,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/
1,Vélez Sarsfield “El Fortín” Ma…,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0,same_city,3,93.224321,10,10,2025-11-21,10,Vélez Sarsfield “El Fortín” Matchday Experience,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,Buenos Aires,Argentina,South America,1,1,1.821918,0.1,0,0.0,0.0,0.031695,5.897143,93.224321,medium,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
2,Vélez Sarsfield “El Fortín” Ma…,Racing Club Local Matchday Exp…,later_lifecycle,approved_same_city,0,same_city,3,65.987925,10,10,2025-11-21,10,Vélez Sarsfield “El Fortín” Matchday Experience,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-07,43,68.778082,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.32,0.695,high,Buenos Aires,Argentina,South America,2,1,1.493151,0.1,0,0.0,0.0,0.094452,20.136585,65.987925,medium,https://homefans.com/product/racing-club-local-matchday-experience/
3,Vélez Sarsfield “El Fortín” Ma…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,3,62.776759,10,10,2025-11-21,10,Vélez Sarsfield “El Fortín” Matchday Experience,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.148,0.922,high,Buenos Aires,Argentina,South America,1,1,1.405479,0.1,0,0.0,0.0,0.044758,10.068293,62.776759,medium,https://homefans.com/product/independiente-local-matchday-experience/
1,Buenos Aires: River Plate Stad…,Watch a game at Huracán - Toma…,later_lifecycle,approved_same_city,0,same_city,1,89.804384,9,9,2026-03-11,9,Buenos Aires: River Plate Stadium & Boca Juniors Museum and Football Tour with lunch,https://homefans.com/product/river-plate-boca-juniors-stadium-football-tour/,high,Buenos Aires,Argentina,South America,49,2026-04-13,51,82.87945,Watch a game at Huracán – Tomas Ducó stadium!,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.205,1.22,high,Buenos Aires,Argentina,South America,2,2,3.791781,0.222222,0,0.0,0.0,0.09079,18.721088,89.804384,high,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/
2,Buenos Aires: River Plate Stad…,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,1,84.723825,9,9,2026-03-11,9,Buenos Aires: River Plate Stadium & Boca Juniors Museum and Football Tour with lunch,https://homefans.com/product/river-plate-boca-juniors-stadium-football-tour/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,Buenos Aires,Argentina,South America,3,2,3.767124,0.222222,0,0.0,0.0,0.152445,33.560976,84.723825,high,https://homefans.com/product/independiente-local-matchday-experience/
3,Buenos Aires: River Plate Stad…,Platense Matchday Experience,later_lifecycle,approved_same_city,0,same_city,1,53.76876,9,9,2026-03-11,9,Buenos Aires: River Plate Stadium & Boca Juniors Museum and Football Tour with lunch,https://homefans.com/product/river-plate-boca-juniors-stadium-football-tour/,high,Buenos Aires,Argentina,South America,7,2026-04-07,7,13.490411,Platense Matchday Experience,https://homefans.com/product/platense-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.67,0.887,high,Buenos Aires,Argentina,South America,2,2,3.761644,0.222222,0,0.0,0.0,0.250539,131.047619,53.76876,high,https://homefans.com/product/platense-matchday-experience/
1,Fluminense Game Experience at…,Vasco da Gama Match Day Experi…,later_lifecycle,approved_same_city,0,same_city,3,37.923803,9,9,2026-03-09,9,Fluminense Game Experience at Maracanã Stadium,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/,high,Rio de Janeiro,Brazil,South America,12,2026-03-31,12,21.32603,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.479,0.249,high,Rio de Janeiro,Brazil,South America,1,1,1.621918,0.111111,0,0.0,0.0,0.093946,38.222222,37.923803,medium,https://homefans.com/product/vasco-gama/
1,Match Day Experience - Huracán…,Boca Juniors Matchday Like a L…,lifetime_overlap,approved_same_city,0,same_city,4,189.637995,9,9,2025-11-05,9,"Match Day Experience – Huracán, with an emblematic stadium",https://homefans.com/product/huracan-match-day-experience/,high,Buenos Aires,Argentina,South America,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,Buenos Aires,Argentina,South America,1,0,0.0,0.0,0,0.0,0.0,0.015071,2.492754,189.637995,low,https://homefans.com/product/boca-juniors-matchday-experience-4/
1,Red Star Matchday Experience w…,Belgrade Basketball Experience…,later_lifecycle,approved_same_city,0,same_city,3,33.759954,9,10,2026-04-10,10,Red Star Matchday Experience with a local,https://homefans.com/product/red-star-matchday-experience/,high,Belgrade,Serbia,Europe,1,2025-12-16,1,1.676712,Belgrade Basketball Experience: See a Partizan or Red star game with local,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.91,0.106,high,Belgrade,Serbia,Europe,1,1,1.676712,0.111111,0,0.0,0.0,0.33301,458.666667,33.759954,medium,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/
2,Red Star Matchday Experience w…,Belgrade EuroLeague basketball…,lifetime_overlap,approved_same_city,0,same_city,4,19.099282,9,10,2026-04-10,10,Red Star Matchday Experience with a local,https://homefans.com/product/red-star-matchday-experience/,high,Belgrade,Serbia,Europe,5,2025-12-13,5,8.131507,Belgrade EuroLeague basketball matchday experience,https://homefans.com/product/belgrade-euroleague-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.275,0.814,high,Belgrade,Serbia,Europe,1,0,0.0,0.0,0,0.0,0.0,0.147697,91.733333,19.099282,low,https://homefans.com/product/belgrade-euroleague-experience/
1,Vélez Sarsfield Matchday Exper…,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0,same_city,1,109.659494,9,9,2026-04-11,9,Vélez Sarsfield Matchday Experience 5⭐,https://homefans.com/product/velez-matchday/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,Buenos Aires,Argentina,South America,3,2,3.161644,0.222222,0,0.0,0.0,0.114542,19.657143,109.659494,high,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
2,Vélez Sarsfield Matchday Exper…,Buenos Aires: CA Huracán Match…,later_lifecycle,approved_same_city,0,same_city,1,61.028369,9,9,2026-04-11,9,Vélez Sarsfield Matchday Experience 5⭐,https://homefans.com/product/velez-matchday/,high,Buenos Aires,Argentina,South America,25,2026-04-09,26,40.641094,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.304,1.185,high,Buenos Aires,Argentina,South America,2,2,2.690411,0.222222,0,0.0,0.0,0.130236,36.693333,61.028369,high,https://homefans.com/product/huracan-experience-standing-spots/
3,Vélez Sarsfield Matchday Exper…,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0,same_city,3,202.07635,9,9,2026-04-11,9,Vélez Sarsfield Matchday Experience 5⭐,https://homefans.com/product/velez-matchday/,high,Buenos Aires,Argentina,South America,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.438,0.254,high,Buenos Aires,Argentina,South America,1,1,1.687671,0.111111,0,0.0,0.0,0.015071,2.492754,202.07635,medium,https://homefans.com/product/boca-juniors-matchday-experience-4/
1,Galatasaray Matchday Experienc…,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0,same_city,3,71.658392,8,8,2026-03-17,8,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,high,Istanbul,Turkey,Europe,42,2026-04-07,45,69.854798,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.67,0.111,high,Istanbul,Turkey,Europe,3,1,1.821918,0.125,0,0.0,0.0,0.160194,36.857143,71.658392,medium,https://homefans.com/product/fenerbahce-matchday-experience/
2,Galatasaray Matchday Experienc…,Istanbul Football Experience:…,lifetime_overlap,approved_same_city,0,same_city,4,42.65708,8,8,2026-03-17,8,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,high,Istanbul,Turkey,Europe,33,2026-04-12,33,50.999998,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.818,0.014,medium,Istanbul,Turkey,Europe,1,0,0.0,0.0,0,0.0,0.0,0.057897,15.636364,42.65708,low,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/
3,Galatasaray Matchday Experienc…,Beşiktaş Matchday Experience:…,lifetime_overlap,approved_same_city,0,same_city,4,31.136377,8,8,2026-03-17,8,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,high,Istanbul,Turkey,Europe,18,2026-04-07,19,31.232878,Beşiktaş Matchday Experience: the Passion of Turkish Football,https://homefans.com/product/besiktas-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.301,0.845,high,Istanbul,Turkey,Europe,1,0,0.0,0.0,0,0.0,0.0,0.08068,28.666667,31.136377,low,https://homefans.com/product/besiktas-matchday-experience-2/
1,Platense Matchday Experience,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0,same_city,3,204.074434,7,7,2026-04-07,7,Platense Matchday Experience,https://homefans.com/product/platense-matchday-experience/,high,Buenos Aires,Argentina,South America,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,Buenos Aires,Argentina,South America,1,1,1.983562,0.142857,0,0.0,0.0,0.019629,3.204969,204.074434,medium,https://homefans.com/product/boca-juniors-matchday-experience-4/
2,Platense Matchday Experience,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0,same_city,3,74.491515,7,7,2026-04-07,7,Platense Matchday Experience,https://homefans.com/product/platense-matchday-experience/,high,Buenos Aires,Argentina,South America,41,2026-04-13,41,69.630138,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,Buenos Aires,Argentina,South America,4,1,1.863014,0.142857,0,0.0,0.0,0.233367,57.533101,74.491515,medium,https://homefans.com/product/independiente-local-matchday-experience/
