base_product,base_product_trigger_eligible,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_recent_activity_weight,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,available_recommendations,needs_manual_fill,suggestion_1,suggestion_1_basis,suggestion_1_commercial_review,suggestion_1_phi,suggestion_1_lift,suggestion_1_recency_weighted_score,suggestion_1_location_proximity,suggestion_1_locality,suggestion_1_country,suggestion_1_continent,suggestion_1_live_title,suggestion_1_url_clean,suggestion_1_url,suggestion_1_url_match_score,suggestion_1_url_match_gap,suggestion_1_url_confidence,suggestion_1_last_seen_date,suggestion_1_orders_last_12m,suggestion_1_recent_activity_weight,suggestion_1_later_customers,suggestion_1_later_weighted_12m,suggestion_1_post_purchase_rate,suggestion_1_same_order_count,suggestion_1_same_order_weighted_12m,suggestion_1_confidence,suggestion_2,suggestion_2_basis,suggestion_2_commercial_review,suggestion_2_phi,suggestion_2_lift,suggestion_2_recency_weighted_score,suggestion_2_location_proximity,suggestion_2_locality,suggestion_2_country,suggestion_2_continent,suggestion_2_live_title,suggestion_2_url_clean,suggestion_2_url,suggestion_2_url_match_score,suggestion_2_url_match_gap,suggestion_2_url_confidence,suggestion_2_last_seen_date,suggestion_2_orders_last_12m,suggestion_2_recent_activity_weight,suggestion_2_later_customers,suggestion_2_later_weighted_12m,suggestion_2_post_purchase_rate,suggestion_2_same_order_count,suggestion_2_same_order_weighted_12m,suggestion_2_confidence,suggestion_3,suggestion_3_basis,suggestion_3_commercial_review,suggestion_3_phi,suggestion_3_lift,suggestion_3_recency_weighted_score,suggestion_3_location_proximity,suggestion_3_locality,suggestion_3_country,suggestion_3_continent,suggestion_3_live_title,suggestion_3_url_clean,suggestion_3_url,suggestion_3_url_match_score,suggestion_3_url_match_gap,suggestion_3_url_confidence,suggestion_3_last_seen_date,suggestion_3_orders_last_12m,suggestion_3_recent_activity_weight,suggestion_3_later_customers,suggestion_3_later_weighted_12m,suggestion_3_post_purchase_rate,suggestion_3_same_order_count,suggestion_3_same_order_weighted_12m,suggestion_3_confidence
Palmeiras Matchday Experience…,yes,40,40,2026-04-13,40,62.50685,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,high,São Paulo,Brazil,South America,3,no,São Paulo FC Matchday Experien…,later_lifecycle,approved_same_city,0.025682,2.991304,89.453139,same_city,São Paulo,Brazil,South America,São Paulo FC Matchday Experience,https://homefans.com/product/sao-paulo-fc-matchday-experience/,https://homefans.com/product/sao-paulo-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.21,0.005,high,2026-04-10,69,111.56439,1,1.791781,0.025,0,0.0,medium,SE Palmeiras Matchday Experien…,later_lifecycle,approved_same_city,0.009487,1.810526,72.503714,same_city,São Paulo,Brazil,South America,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.122,0.691,high,2026-04-13,57,87.380826,1,1.580822,0.025,0,0.0,medium,🏆 Top Rated | Fluminense Match…,later_lifecycle,approved_same_country,0.003864,1.186207,195.211787,same_country,Rio de Janeiro,Brazil,South America,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.316,1.079,high,2026-04-10,178,290.660276,1,1.619178,0.025,0,0.0,medium
Wisla Krakow Matchday Experien…,yes,39,41,2026-04-09,41,67.205479,Wisla Krakow Matchday Experience,https://homefans.com/product/wisla-krakow-matchday-experience/,high,Kraków,Poland,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Lorenzo Matchday Experienc…,yes,37,39,2026-04-13,39,63.816441,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,high,Buenos Aires,Argentina,South America,3,no,Racing Club Local Matchday Exp…,later_lifecycle,approved_same_city,0.120073,13.605801,82.152233,same_city,Buenos Aires,Argentina,South America,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.32,0.695,high,2026-04-07,43,68.778082,2,3.449315,0.054054,0,0.0,high,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0.094154,10.884641,80.54741,same_city,Buenos Aires,Argentina,South America,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,2026-04-13,41,69.630138,2,3.405479,0.054054,0,0.0,high,Platense - Match Day Experienc…,later_lifecycle,approved_same_city,0.11429,19.688394,53.820939,same_city,Buenos Aires,Argentina,South America,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,1.928,0.211,high,2026-03-13,18,29.49589,2,2.928767,0.054054,0,0.0,high
Boca Juniors Experience: Bombo…,yes,33,33,2026-04-10,33,54.093151,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,high,Buenos Aires,Argentina,South America,3,no,River Plate Matchday Experienc…,later_lifecycle,approved_same_city,0.010753,1.954545,80.287355,same_city,Buenos Aires,Argentina,South America,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,https://homefans.com/product/see-river-plate-live-in-el-monumental/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.369,0.048,high,2026-04-11,64,103.358908,1,1.347945,0.030303,0,0.0,medium,Buenos Aires: The Ultimate Die…,later_lifecycle,approved_same_city,0.130208,25.018182,39.419158,same_city,Buenos Aires,Argentina,South America,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/,https://homefans.com/product/diego-maradona-the-ultimate-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.016,0.942,high,2026-04-08,15,22.419178,1,1.315068,0.030303,0,0.0,medium,Platense - Match Day Experienc…,later_lifecycle,approved_same_city,0.036705,7.358289,37.952885,same_city,Buenos Aires,Argentina,South America,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,1.928,0.211,high,2026-03-13,18,29.49589,1,1.594521,0.030303,0,0.0,medium
Istanbul Football Experience:…,yes,33,33,2026-04-12,33,50.999998,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,medium,Istanbul,Turkey,Europe,3,no,Galatasaray Matchday Experienc…,later_lifecycle,approved_same_city,0.057897,15.636364,30.629913,same_city,Istanbul,Turkey,Europe,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.21,0.232,high,2026-03-17,8,13.958904,1,1.594521,0.030303,0,0.0,medium,Fenerbahçe Matchday Experience,lifetime_overlap,approved_same_city,0.045113,5.95671,51.932538,same_city,Istanbul,Turkey,Europe,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.67,0.111,high,2026-04-07,45,69.854798,0,0.0,0.0,0,0.0,medium,Beşiktaş Matchday Experience:…,lifetime_overlap,approved_same_city,0.035345,6.949495,27.30006,same_city,Istanbul,Turkey,Europe,Beşiktaş Matchday Experience: the Passion of Turkish Football,https://homefans.com/product/besiktas-matchday-experience-2/,https://homefans.com/product/besiktas-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.301,0.845,high,2026-04-07,19,31.232878,0,0.0,0.0,0,0.0,low
Atletico Nacional Matchday Exp…,yes,32,33,2026-03-29,33,50.336985,Atletico Nacional Matchday Experience (Medellin),https://homefans.com/product/atleticonacional-football-tour/,high,Medellín,Colombia,South America,1,yes,Independiente Medellin Matchda…,later_lifecycle,approved_same_city,0.046532,10.75,30.978796,same_city,Medellín,Colombia,South America,Independiente Medellin Matchday Experience,https://homefans.com/product/independiente-medellin-matchday-experience-2/,https://homefans.com/product/independiente-medellin-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.858,0.089,high,2026-04-08,12,17.312329,1,1.243836,0.03125,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate Argentina: 11 Day Foo…,yes,31,32,2026-04-09,32,50.484931,Ultimate Argentina: 11 Day Football Adventure in Buenos Aires,https://homefans.com/product/ultimate-argentina/,high,Buenos Aires,Argentina,South America,3,no,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0.0356,2.894811,246.266324,same_city,Buenos Aires,Argentina,South America,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,2026-04-13,185,297.326031,4,7.421919,0.129032,0,0.0,high,Experience River Plate Matchda…,later_lifecycle,approved_same_city,0.082878,6.391742,203.212846,same_city,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.118,0.5,high,2026-04-13,128,200.791785,4,7.10137,0.129032,1,1.753425,high,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0.217659,25.982691,168.791687,same_city,Buenos Aires,Argentina,South America,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.148,0.922,high,2026-04-13,41,69.630138,8,14.747947,0.258065,0,0.0,high
Experience Boca Juniors at La…,yes,30,30,2026-04-05,30,47.923289,Experience Boca Juniors at La Bombonera – Long Side with Transport,https://homefans.com/product/boca-juniors-matchday-experience-1/,high,Buenos Aires,Argentina,South America,1,yes,Experience River Plate Matchda…,later_lifecycle,approved_same_city,0.018168,2.2016,153.947277,same_city,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.118,0.5,high,2026-04-13,128,200.791785,2,2.950685,0.066667,0,0.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamengo Matchday Like a Local…,yes,29,29,2026-04-12,29,48.558905,Flamengo Matchday Like a Local | Long Side Tickets & Guide,https://homefans.com/product/watch-flamengo-at-maracana/,high,Rio de Janeiro,Brazil,South America,3,no,Vasco da Gama Matchday Experie…,later_lifecycle,approved_same_city,0.009629,1.824934,95.188206,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.648,0.217,high,2026-04-13,78,126.536989,1,1.512329,0.034483,0,0.0,medium,Flamengo VIP Matchday Experien…,lifetime_overlap,approved_same_city,0.041432,8.896552,25.13591,same_city,Rio de Janeiro,Brazil,South America,Flamengo VIP Matchday Experience – Exclusive Box Seats,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.039,0.512,high,2026-03-31,17,26.312328,0,0.0,0.0,0,0.0,low,Palmeiras Matchday Experience…,later_lifecycle,approved_same_country,0.021288,3.558621,59.5713,same_country,São Paulo,Brazil,South America,Palmeiras Matchday Experience at Allianz Parque,https://homefans.com/product/palmeiras-match-day-experience-tour/,https://homefans.com/product/palmeiras-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.419,0.243,high,2026-04-13,40,62.50685,1,1.90411,0.034483,0,0.0,medium
Buenos Aires: CA Huracán Match…,yes,25,26,2026-04-09,26,40.641094,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/,high,Buenos Aires,Argentina,South America,3,no,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0.062298,7.076571,107.301271,same_city,Buenos Aires,Argentina,South America,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,2026-04-06,70,118.808219,2,3.284932,0.08,0,0.0,high,Experience River Plate Matchda…,lifetime_overlap,approved_same_city,0.004427,1.32096,129.224793,same_city,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.118,0.5,high,2026-04-13,128,200.791785,0,0.0,0.0,0,0.0,low,Boca Juniors Popular Matchday…,lifetime_overlap,approved_same_city,0.010475,1.92,90.83434,same_city,Buenos Aires,Argentina,South America,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/,https://homefans.com/product/boca-juniors-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.738,0.982,high,2026-04-05,86,137.657534,0,0.0,0.0,0,0.0,low
Match Day Experience - Argenti…,yes,24,25,2026-04-12,25,39.660273,,,,,,,2,yes,Airport Transfers,later_lifecycle,approved_ancillary_bundle,0.320315,86.0,41.84207,ancillary_bundle,,,,Airport transfer,https://homefans.com/product/airport-transfer/,https://homefans.com/product/airport-transfer/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.007,0.361,high,2025-12-30,10,15.646575,1,1.561644,0.041667,0,0.0,medium,Ticket Upgrade,later_lifecycle,approved_ancillary_bundle,0.14311,86.0,27.582094,ancillary_bundle,,,,Ticket upgrade,https://homefans.com/product/ticket-upgrade-2/,https://homefans.com/product/ticket-upgrade-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.476,0.416,high,2025-11-19,2,3.150685,1,1.547945,0.041667,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,
Watch Napoli live at the Stadi…,yes,24,25,2026-03-18,25,37.413698,Watch Napoli live at the Stadio Diego Armando Maradona,https://homefans.com/product/watch-napoli-live-at-the-stadio-diego-armando-maradona/,high,Naples,Italy,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Maradona Legacy Tour: Fo…,yes,22,22,2026-04-07,22,34.728769,"Diego Maradona Legacy Tour: Football, Culture, and Pizza in Naples",https://homefans.com/product/napoli-murals-and-maradona-city-tour/,high,Naples,Italy,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club América Match Day Experie…,yes,21,22,2026-03-19,22,32.652056,"Club América Match Day Experience, México City",https://homefans.com/product/club-america-match-day-experience-mexico-city/,high,Mexico City,Mexico,North America,2,yes,Pumas UNAM Football Matchday E…,later_lifecycle,approved_same_city,0.15316,98.285714,26.17704,same_city,Mexico City,Mexico,North America,"Pumas UNAM Match Day Experience, Mexico City",https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,,,manual,2025-10-17,2,2.723288,1,1.210959,0.047619,0,0.0,medium,Pumas UNAM Matchday: Local Roa…,lifetime_overlap,approved_same_city,0.217688,196.571429,19.472124,same_city,Mexico City,Mexico,North America,Pumas UNAM Matchday: Local Roar at Olímpico Universitario,https://homefans.com/product/pumas-unam-matchday-local-roar-at-olimpico-universitario/,https://homefans.com/product/pumas-unam-matchday-local-roar-at-olimpico-universitario/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.341,0.625,high,2026-02-04,2,3.569863,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,
Internazionale matchday experi…,yes,21,22,2026-03-25,22,36.358904,Internazionale matchday experience: Live a game of Inter with locals,https://homefans.com/product/inter-milan-matchday-experience/,high,Milan,Italy,Europe,1,yes,SSC Napoli Matchday Experience…,lifetime_overlap,approved_same_country,0.023603,4.011662,52.598595,same_country,Naples,Italy,Europe,SSC Napoli Matchday Experience with Maradona Tour,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.646,0.358,high,2026-03-25,49,71.131504,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Eternal Derby: Red Star Be…,yes,21,22,2026-01-16,22,33.663014,The Eternal Derby: Red Star Belgrade v Partizan,https://homefans.com/product/belgrade-derby/,high,Belgrade,Serbia,Europe,1,yes,Hotel Extra Nights (Twin),later_lifecycle,approved_ancillary_bundle,0.215671,65.52381,63.720222,ancillary_bundle,,,,Extra Night (Twin Room),https://homefans.com/product/extra-night-twin-room/,https://homefans.com/product/extra-night-twin-room/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,,,manual,2026-02-11,9,13.909589,2,3.660274,0.095238,1,1.389041,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watch São Paulo FC Live at Mor…,yes,21,21,2026-04-08,21,32.863015,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,high,São Paulo,Brazil,South America,3,no,Corinthians Matchday Experienc…,later_lifecycle,approved_same_city,0.051087,7.148052,89.620774,same_city,São Paulo,Brazil,South America,Corinthians Matchday Experience at NeoQuímica Arena,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1.946,0.129,high,2026-04-10,56,89.832874,2,3.326027,0.095238,0,0.0,high,SE Palmeiras Matchday Experien…,lifetime_overlap,approved_same_city,0.020718,3.448622,61.882437,same_city,São Paulo,Brazil,South America,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.122,0.691,high,2026-04-13,57,87.380826,0,0.0,0.0,0,0.0,low,Botafogo Matchday Experience w…,later_lifecycle,approved_same_country,0.019882,2.354149,198.506419,same_country,Rio de Janeiro,Brazil,South America,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.631,0.251,high,2026-04-13,168,269.446588,2,3.40274,0.095238,0,0.0,high
Experience a Corinthians game…,yes,20,20,2026-04-09,20,32.90411,Experience a Corinthians game with a local fan at Arena Corinthians,https://homefans.com/product/experience-a-corinthians-game-with-a-local-fan-at-arena-corinthians/,high,São Paulo,Brazil,South America,3,no,SE Palmeiras Matchday Experien…,later_lifecycle,approved_same_city,0.02164,3.621053,73.48172,same_city,São Paulo,Brazil,South America,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.122,0.691,high,2026-04-13,57,87.380826,1,1.49863,0.05,0,0.0,medium,São Paulo FC Matchday Experien…,lifetime_overlap,approved_same_city,0.018116,2.991304,75.403438,same_city,São Paulo,Brazil,South America,São Paulo FC Matchday Experience,https://homefans.com/product/sao-paulo-fc-matchday-experience/,https://homefans.com/product/sao-paulo-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.21,0.005,high,2026-04-10,69,111.56439,0,0.0,0.0,0,0.0,low,⭐ Best Rated | Flamengo Matchd…,later_lifecycle,approved_same_country,0.002274,1.153073,201.732056,same_country,Rio de Janeiro,Brazil,South America,"⭐ Best Rated | Flamengo Matchday at Maracanã – Tickets, Pre Match Experience & Local Host",https://homefans.com/product/flamengo-match-day-experience-tour/,https://homefans.com/product/flamengo-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,1.745,0.708,high,2026-04-13,187,308.391772,1,1.356164,0.05,0,0.0,medium
Flamengo Matchday with Transpo…,yes,20,20,2026-04-09,20,34.561642,Flamengo Matchday with Transport & Long Side seats,https://homefans.com/product/flamengos-game-at-maracana-stadium/,high,Rio de Janeiro,Brazil,South America,3,no,Vasco da Gama Matchday Experie…,later_lifecycle,approved_same_city,0.01594,2.646154,97.367654,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.648,0.217,high,2026-04-13,78,126.536989,1,1.805479,0.05,0,0.0,medium,Vasco da Gama Match Day Experi…,later_lifecycle,approved_same_city,0.061033,17.2,37.253126,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/,https://homefans.com/product/vasco-gama/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.479,0.249,high,2026-03-31,12,21.32603,1,1.950685,0.05,0,0.0,medium,🏆 Top Rated | Fluminense Match…,lifetime_overlap,approved_same_city,0.002726,1.186207,182.102237,same_city,Rio de Janeiro,Brazil,South America,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.316,1.079,high,2026-04-10,178,290.660276,0,0.0,0.0,0,0.0,low
Beşiktaş Matchday Experience:…,yes,18,19,2026-04-07,19,31.232878,Beşiktaş Matchday Experience: the Passion of Turkish Football,https://homefans.com/product/besiktas-matchday-experience-2/,high,Istanbul,Turkey,Europe,3,no,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0.066563,10.920635,64.467853,same_city,Istanbul,Turkey,Europe,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.67,0.111,high,2026-04-07,45,69.854798,1,1.386301,0.055556,0,0.0,medium,Istanbul Football Experience:…,later_lifecycle,approved_same_city,0.035345,6.949495,51.471747,same_city,Istanbul,Turkey,Europe,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.818,0.014,medium,2026-04-12,33,50.999998,1,1.386301,0.055556,0,0.0,medium,Galatasaray Matchday Experienc…,later_lifecycle,approved_same_city,0.08068,28.666667,32.500078,same_city,Istanbul,Turkey,Europe,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.21,0.232,high,2026-03-17,8,13.958904,1,1.624658,0.055556,0,0.0,medium
Madrid: Real Madrid Bernabeu S…,yes,18,18,2026-04-13,18,27.079452,Madrid: Real Madrid Bernabeu Stadium Tour with Tapas,https://homefans.com/product/madrid-real-madrid-bernabeu-stadium-tour-with-tapas/,high,Madrid,Spain,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colo Colo Matchday Experience,yes,17,17,2026-04-04,17,27.786301,Colo Colo Matchday Experience,https://homefans.com/product/colo-colo-matchday-experience/,high,Santiago,Chile,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
