base_product,base_product_trigger_eligible,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_recent_activity_weight,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,available_recommendations,needs_manual_fill,suggestion_1,suggestion_1_basis,suggestion_1_commercial_review,suggestion_1_phi,suggestion_1_lift,suggestion_1_recency_weighted_score,suggestion_1_location_proximity,suggestion_1_locality,suggestion_1_country,suggestion_1_continent,suggestion_1_live_title,suggestion_1_url_clean,suggestion_1_url,suggestion_1_url_match_score,suggestion_1_url_match_gap,suggestion_1_url_confidence,suggestion_1_last_seen_date,suggestion_1_orders_last_12m,suggestion_1_recent_activity_weight,suggestion_1_later_customers,suggestion_1_later_weighted_12m,suggestion_1_post_purchase_rate,suggestion_1_same_order_count,suggestion_1_same_order_weighted_12m,suggestion_1_confidence,suggestion_2,suggestion_2_basis,suggestion_2_commercial_review,suggestion_2_phi,suggestion_2_lift,suggestion_2_recency_weighted_score,suggestion_2_location_proximity,suggestion_2_locality,suggestion_2_country,suggestion_2_continent,suggestion_2_live_title,suggestion_2_url_clean,suggestion_2_url,suggestion_2_url_match_score,suggestion_2_url_match_gap,suggestion_2_url_confidence,suggestion_2_last_seen_date,suggestion_2_orders_last_12m,suggestion_2_recent_activity_weight,suggestion_2_later_customers,suggestion_2_later_weighted_12m,suggestion_2_post_purchase_rate,suggestion_2_same_order_count,suggestion_2_same_order_weighted_12m,suggestion_2_confidence,suggestion_3,suggestion_3_basis,suggestion_3_commercial_review,suggestion_3_phi,suggestion_3_lift,suggestion_3_recency_weighted_score,suggestion_3_location_proximity,suggestion_3_locality,suggestion_3_country,suggestion_3_continent,suggestion_3_live_title,suggestion_3_url_clean,suggestion_3_url,suggestion_3_url_match_score,suggestion_3_url_match_gap,suggestion_3_url_confidence,suggestion_3_last_seen_date,suggestion_3_orders_last_12m,suggestion_3_recent_activity_weight,suggestion_3_later_customers,suggestion_3_later_weighted_12m,suggestion_3_post_purchase_rate,suggestion_3_same_order_count,suggestion_3_same_order_weighted_12m,suggestion_3_confidence
London: The West Ham United Ex…,yes,3,3,2026-02-15,3,5.339727,London: The West Ham United Experience,https://homefans.com/product/the-west-ham-experience/,high,London,United Kingdom,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Day Experience - Excursi…,yes,3,3,2025-11-18,3,4.717808,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Sporting Experiences,no,3,3,2025-11-06,3,4.408219,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prague Derby: Slavia Prague v…,yes,3,3,2025-09-25,3,3.912329,Prague Derby: Slavia Prague v Sparta Prague,https://homefans.com/product/prague-derby-slavia-prague-vs-sparta-prague/,high,Prague,Czech Republic,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Star Belgrade Match Day Ex…,yes,3,4,2025-12-22,4,6.558904,Red Star Belgrade Match Day Experience: Feel the Roar!,https://homefans.com/product/red-star-belgrade-match-day-experience-feel-the-roar/,high,Belgrade,Serbia,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos FC Matchday Experience…,yes,3,3,2026-04-07,3,5.10411,Santos FC Matchday Experience & Tour,https://homefans.com/product/santos-fc-matchday-experience-tour/,high,Santos,Brazil,South America,3,no,Botafogo Matchday Experience w…,later_lifecycle,approved_same_country,0.040088,8.239521,189.021841,same_country,Rio de Janeiro,Brazil,South America,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.631,0.251,high,2026-04-13,168,269.446588,1,1.950685,0.333333,0,0.0,medium,Corinthians Matchday Experienc…,later_lifecycle,approved_same_country,0.075268,25.018182,80.99158,same_country,São Paulo,Brazil,South America,Corinthians Matchday Experience at NeoQuímica Arena,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.946,0.129,high,2026-04-10,56,89.832874,1,1.961644,0.333333,0,0.0,medium,Watch São Paulo FC Live at Mor…,later_lifecycle,approved_same_country,0.124427,65.52381,49.330405,same_country,São Paulo,Brazil,South America,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,3.216,0.969,high,2026-04-08,21,32.863015,1,1.986301,0.333333,0,0.0,medium
AC Milan Matchday Experience,yes,2,2,2025-07-30,2,2.536986,AC Milan – Premium Matchday Experience (Long Side Tribuna),https://homefans.com/product/ac-milan-premium-matchday-experience-long-side-tribuna/,high,Milan,Italy,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alianza Lima Matchday Experien…,yes,2,2,2026-03-31,2,3.613699,Alianza Lima Matchday Experience at Estadio Matute,https://homefans.com/product/alianza-lima-immersive-tour-experience-at-estadio-matute/,high,Lima,Peru,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina National Team Experi…,no,2,2,2026-03-30,2,3.312329,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentinos Jrs Matchday Experi…,yes,2,2,2025-11-04,2,3.112329,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,medium,Buenos Aires,Argentina,South America,2,yes,Boca Juniors Matchday Experien…,lifetime_overlap,approved_same_city,0.083636,30.352941,78.68188,same_city,Buenos Aires,Argentina,South America,Boca Juniors Matchday Experience – Special VIP Box Seats!,https://homefans.com/product/boca-juniors-matchday-experience-3/,https://homefans.com/product/boca-juniors-matchday-experience-3/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.319,0.003,medium,2026-04-12,70,105.704108,0,0.0,0.0,0,0.0,low,Racing Club Local Matchday Exp…,lifetime_overlap,approved_same_city,0.108806,50.341463,55.913149,same_city,Buenos Aires,Argentina,South America,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.32,0.695,high,2026-04-07,43,68.778082,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,
Athletic Bilbao Matchday Exper…,yes,2,3,2026-03-17,3,5.408219,Athletic Bilbao Matchday Experience,https://homefans.com/product/athletic-bilbao-matchday-experience/,high,Bilbao,Spain,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTAFOGO MATCHDAY EXPERIENCE,yes,2,3,2026-04-13,3,5.624658,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,high,Rio de Janeiro,Brazil,South America,3,no,Watch Flamengo at Maracanã: Ti…,later_lifecycle,approved_same_city,0.028576,4.811189,447.73982,same_city,Rio de Janeiro,Brazil,South America,Watch Flamengo at Maracanã: Ticket + Matchday Experience with a Local!,https://homefans.com/product/flamengo-live-at-maracana-stadium/,https://homefans.com/product/flamengo-live-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.452,0.712,high,2026-04-12,437,689.797273,1,1.989041,0.5,0,0.0,medium,Vasco da Gama Matchday Experie…,later_lifecycle,approved_same_city,0.077796,26.461538,104.130308,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.648,0.217,high,2026-04-13,78,126.536989,1,2.0,0.5,0,0.0,medium,Vasco da Gama Match Day Experi…,lifetime_overlap,approved_same_city,0.203282,172.0,30.836362,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/,https://homefans.com/product/vasco-gama/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.479,0.249,high,2026-03-31,12,21.32603,0,0.0,0.0,0,0.0,low
Belgrade Red Star Basketball M…,yes,2,2,2026-02-15,2,3.394521,Belgrade Red Star Basketball Match Experience,https://homefans.com/product/belgrade-red-star-basketball-match-experience/,high,Belgrade,Serbia,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budapest Derby: Ferencvárosi v…,yes,2,2,2025-12-26,2,3.394521,Budapest Derby: Ferencvárosi v Újpest,https://homefans.com/product/budapest-derby-ferencvarosi-v-ujpest-2/,high,Budapest,Hungary,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires: Discover Buenos…,yes,2,2,2025-11-13,2,3.164383,Buenos Aires: Discover Buenos Aires’ Football Legacy by bike,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/,high,Buenos Aires,Argentina,South America,2,yes,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0.12164,62.545455,59.921534,same_city,Buenos Aires,Argentina,South America,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.193,0.303,high,2026-04-10,33,54.093151,1,1.589041,0.5,0,0.0,medium,Boca Juniors Football Match Ex…,lifetime_overlap,approved_same_city,0.353125,516.0,24.646647,same_city,Buenos Aires,Argentina,South America,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/,https://homefans.com/product/boca-juniors-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.809,0.04,high,2025-10-16,4,5.972603,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,
Cartagena Match Day Experience,yes,2,2,2026-03-20,2,3.268494,Cartagena Match Day Experience,https://homefans.com/product/cartagena-match-day-experience/,high,Cartagena,Colombia,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlton Athletic Matchday Exp…,yes,2,2,2025-11-25,2,3.219178,"Charlton Athletic Matchday Experience – The Valley, London",https://homefans.com/product/charlton-athletic-matchday-experience-the-valley-london/,high,London,United Kingdom,Europe,1,yes,Queens Park Rangers (QPR) Matc…,lifetime_overlap,approved_same_city,0.534199,589.714286,32.95385,same_city,London,United Kingdom,Europe,Queens Park Rangers (QPR) Matchday Experience,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.893,0.649,high,2026-03-29,7,10.975343,0,0.0,0.0,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultural Tours,yes,2,2,2025-09-16,2,2.783561,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eintracht Frankfurt Matchday -…,yes,2,2,2026-03-17,2,3.79178,Eintracht Frankfurt Matchday – Experience the City’s Culture with a Local Fan,https://homefans.com/product/eintracht-frankfurt-matchday-experience-the-citys-culture-with-a-local-fan/,high,Frankfurt,Germany,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Gran Derbi: Real Betis v Se…,yes,2,3,2025-12-04,3,4.742466,El Gran Derbi: Real Betis v Sevilla,https://homefans.com/product/betis-sevilla/,high,Sevilla,Spain,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusive Boca Juniors Experie…,yes,2,2,2026-03-15,2,3.687671,Exclusive Boca Juniors Experience | Premium Seats & Door-to-Door Transfer,https://homefans.com/product/exclusive-boca-juniors-experience-premium-seats-door-to-door-transfer/,high,Buenos Aires,Argentina,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Night Stay,no,2,2,2026-03-30,2,3.90411,Extra Night Stay,https://homefans.com/product/extra-night-stay/,high,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grêmio Matchday Experience,yes,2,2,2025-07-28,2,2.578082,Grêmio Matchday Experience,https://homefans.com/product/gremio-matchday-experience/,high,Porto Alegre,Brazil,South America,3,no,SE Palmeiras Matchday Experien…,lifetime_overlap,approved_same_country,0.09173,36.210526,68.044566,same_country,São Paulo,Brazil,South America,SE Palmeiras Matchday Experience with local fan,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.122,0.691,high,2026-04-13,57,87.380826,0,0.0,0.0,0,0.0,low,Watch São Paulo FC Live at Mor…,lifetime_overlap,approved_same_country,0.15316,98.285714,36.744802,same_country,São Paulo,Brazil,South America,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.216,0.969,high,2026-04-08,21,32.863015,0,0.0,0.0,0,0.0,low,Experience River Plate Matchda…,later_lifecycle,approved_strong_regional_lifecycle,0.124591,33.024,159.612357,same_continent,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.118,0.5,high,2026-04-13,128,200.791785,2,2.646576,1.0,0,0.0,high
Hotel Upgrade 4*,no,2,2,2025-09-09,2,2.786301,Hotel Upgrade,https://homefans.com/product/hotel-upgrade/,high,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior de Barranquilla Matchda…,yes,2,2,2026-02-18,2,3.10137,Junior de Barranquilla Matchday Experience,https://homefans.com/product/junior-de-barranquilla-match-day-experience/,high,Barranquilla,Colombia,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanús vs Atlético Mineiro – Co…,no,2,2,2025-11-13,2,3.156164,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liga Deportiva Universitaria Q…,yes,2,2,2026-03-24,2,3.186301,Liga Deportiva Universitaria Quito Matchday Experience,https://homefans.com/product/liga-deportiva-universitaria-matchday-experience/,high,Quito,Ecuador,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Day Experience - Veléz S…,yes,2,2,2026-01-08,2,3.279452,"Match Day Experience – Veléz Sasfield, the Buenos Aires’ modern giant",https://homefans.com/product/velez-sarsfield-match-day-experience/,high,Buenos Aires,Argentina,South America,1,yes,San Lorenzo Matchday Experienc…,later_lifecycle,approved_same_city,0.114707,55.783784,64.663513,same_city,Buenos Aires,Argentina,South America,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,https://homefans.com/product/san-lorenzo-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.595,0.055,high,2026-04-13,39,63.816441,1,1.542466,0.5,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday Experience with Indep…,yes,2,2,2026-02-27,2,3.646575,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matchday and Street Food Tour…,yes,2,2,2025-10-02,2,2.936986,"Matchday and Street Food Tour with Beşiktaş, Galatasaray and Fenerbahce",https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/,high,Istanbul,Turkey,Europe,2,yes,Fenerbahçe Matchday Experience…,same_order_bundle,approved_same_city,0.407902,688.0,37.273886,same_city,Istanbul,Turkey,Europe,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.67,0.111,high,2025-12-08,3,4.747946,0,0.0,0.0,1,1.471233,medium,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0.107463,49.142857,69.194002,same_city,Istanbul,Turkey,Europe,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.67,0.111,high,2026-04-07,45,69.854798,1,1.715068,0.5,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,
Medellín Matchday Experience w…,yes,2,2,2025-06-30,2,2.424658,Independiente Medellin Matchday Experience,https://homefans.com/product/independiente-medellin-matchday-experience-2/,high,Medellín,Colombia,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico City: Matchday Experien…,yes,2,2,2025-10-13,2,2.684932,"Club América Match Day Experience, México City",https://homefans.com/product/club-america-match-day-experience-mexico-city/,high,Mexico City,Mexico,North America,1,yes,C.D. Guadalajara: Las Chivas M…,later_lifecycle,approved_same_country,0.353125,516.0,37.30683,same_country,Guadalajara,Mexico,North America,"C.D. Guadalajara: Las Chivas Matchday experience (@Guadalajara, Mexico)",https://homefans.com/product/c-d-guadalajara-las-chivas-matchday-experience/,https://homefans.com/product/c-d-guadalajara-las-chivas-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.956,0.638,high,2026-02-14,4,6.649315,1,1.471233,0.5,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newell’s Old Boys Matchday in…,yes,2,2,2025-12-18,2,3.361644,Newell’s Old Boys Matchday in Rosario,https://homefans.com/product/newells-matchday-in-rosario/,high,Rosario,Argentina,South America,2,yes,River Plate Matchday Experienc…,later_lifecycle,approved_same_country,0.08634,32.25,89.177685,same_country,Buenos Aires,Argentina,South America,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,https://homefans.com/product/see-river-plate-live-in-el-monumental/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.369,0.048,high,2026-04-11,64,103.358908,1,1.734247,0.5,0,0.0,medium,CA Independiente Local Matchda…,later_lifecycle,approved_same_country,0.108806,50.341463,68.751231,same_country,Buenos Aires,Argentina,South America,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,2026-04-13,41,69.630138,1,1.679452,0.5,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,
No title (631),yes,2,2,2025-12-23,2,2.835616,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Classico: FC Porto vs Benfic…,no,2,2,2025-09-24,2,2.693151,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympique Marseille Matchday E…,yes,2,2,2026-02-11,2,3.545206,Olympique Marseille Matchday Experience,https://homefans.com/product/olympique-marseille-matchday-experience/,high,Marseille,France,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras vs Flamengo – The Co…,yes,2,2,2025-11-18,2,3.183562,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partizan Belgrade Matchday Exp…,yes,2,2,2025-12-05,2,2.99452,Partizan Belgrade Matchday Experience,https://homefans.com/product/experience-a-partizan-home-game-in-belgrade/,high,Belgrade,Serbia,Europe,1,yes,Belgrade EuroLeague basketball…,lifetime_overlap,approved_same_city,0.315729,412.8,24.854813,same_city,Belgrade,Serbia,Europe,Belgrade EuroLeague basketball matchday experience,https://homefans.com/product/belgrade-euroleague-experience/,https://homefans.com/product/belgrade-euroleague-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.275,0.814,high,2025-12-13,5,8.131507,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peñarol Matchday Experience –…,yes,2,2,2025-11-18,2,2.832877,Club Atlético Peñarol: Matchday Experience,https://homefans.com/product/club-atletico-penarol-matchday-experience/,high,Montevideo,Uruguay,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Play Football in Rio de Janeir…,yes,2,2,2026-04-11,2,3.391781,Play Football in Rio de Janeiro with Locals,https://homefans.com/product/play-football-in-rio-de-janeiro-with-locals/,high,Rio de Janeiro,Brazil,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Car Round Transport,no,2,2,2026-04-07,2,3.90411,Private Car Round Transport,https://homefans.com/product/private-car-round-transport/,high,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private transportation (Per Pe…,no,2,2,2026-02-21,2,3.717808,Private transportation (Per Person),https://homefans.com/product/private-transportation-per-person/,high,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumas UNAM Football Matchday E…,yes,2,2,2025-10-17,2,2.723288,"Pumas UNAM Match Day Experience, Mexico City",https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/,manual,Mexico City,Mexico,North America,1,yes,Club América Match Day Experie…,lifetime_overlap,approved_same_city,0.15316,98.285714,36.327087,same_city,Mexico City,Mexico,North America,"Club América Match Day Experience, México City",https://homefans.com/product/club-america-match-day-experience-mexico-city/,https://homefans.com/product/club-america-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.21,0.421,high,2026-03-19,22,32.652056,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosario Burns: A Weekend in Ar…,yes,2,2,2025-08-10,2,2.641095,,,,,,,3,no,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_country,0.048588,11.217391,203.924047,same_country,Buenos Aires,Argentina,South America,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,2026-04-13,185,297.326031,1,1.350685,0.5,0,0.0,medium,Experience River Plate Matchda…,later_lifecycle,approved_same_country,0.06035,16.512,145.60567,same_country,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.118,0.5,high,2026-04-13,128,200.791785,1,1.331507,0.5,0,0.0,medium,Buenos Aires: The Ultimate Die…,later_lifecycle,approved_same_country,0.181622,137.6,42.327706,same_country,Buenos Aires,Argentina,South America,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/,https://homefans.com/product/diego-maradona-the-ultimate-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,3.016,0.942,high,2026-04-08,15,22.419178,1,1.336986,0.5,0,0.0,medium
