working,http_status,curl_exit_code,link_type,url,clean_url,final_url,occurrences,first_base_product,first_suggestion_rank,first_suggestion,checked_at,error
yes,200,0,base_product_url,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/,https://homefans.com/product/flamengo-vip-matchday-experience-exclusive-box-seats/,1,Flamengo VIP Matchday Experien…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/flamengos-game-at-maracana-stadium/,https://homefans.com/product/flamengos-game-at-maracana-stadium/,https://homefans.com/product/flamengos-game-at-maracana-stadium/,1,Flamengo Matchday with Transpo…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/flexibility-upgrade/,https://homefans.com/product/flexibility-upgrade/,https://homefans.com/shop/,1,Flexibility Upgrade,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fluminense-fc-matchday-experience/,https://homefans.com/product/fluminense-fc-matchday-experience/,https://homefans.com/product/fluminense-fc-matchday-experience/,1,Fluminense FC Matchday Experie…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/,1,Fluminense Game Experience at…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fluminense-game-experience-transfer-tickets-and-local-guide-included/,https://homefans.com/product/fluminense-game-experience-transfer-tickets-and-local-guide-included/,https://homefans.com/product/fluminense-game-experience-transfer-tickets-and-local-guide-included/,1,Fluminense Game Experience - T…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fluminense-matchday-experience-short-side-seats/,https://homefans.com/product/fluminense-matchday-experience-short-side-seats/,https://homefans.com/product/fluminense-matchday-experience-short-side-seats/,1,Fluminense Matchday Experience…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fluminense-vip-matchday-experience-exclusive-box-seats/,https://homefans.com/product/fluminense-vip-matchday-experience-exclusive-box-seats/,https://homefans.com/product/fluminense-vip-matchday-experience-exclusive-box-seats/,1,Fluminense VIP Matchday Experi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fortuna-dusseldorf-match-beer-tour-experience/,https://homefans.com/product/fortuna-dusseldorf-match-beer-tour-experience/,https://homefans.com/product/fortuna-dusseldorf-match-beer-tour-experience/,1,Fortuna Düsseldorf Match &…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/from-streets-to-stands-aek-athens-matchday-experience-with-a-local/,https://homefans.com/product/from-streets-to-stands-aek-athens-matchday-experience-with-a-local/,https://homefans.com/product/from-streets-to-stands-aek-athens-matchday-experience-with-a-local/,1,From Streets to Stands: AEK At…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/fulham-matchday-riverside-walk-local-pubs-craven-cottage-atmosphere/,https://homefans.com/product/fulham-matchday-riverside-walk-local-pubs-craven-cottage-atmosphere/,https://homefans.com/product/fulham-matchday-riverside-walk-local-pubs-craven-cottage-atmosphere/,1,Fulham Matchday: Riverside Wal…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/galatasaray-matchday-experiences/,https://homefans.com/product/galatasaray-matchday-experiences/,https://homefans.com/product/galatasaray-matchday-experiences/,1,Galatasaray Matchday Experienc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/gremio-matchday-experience/,https://homefans.com/product/gremio-matchday-experience/,https://homefans.com/product/gremio-matchday-experience/,1,Grêmio Matchday Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/hotel-add-on/,https://homefans.com/product/hotel-add-on/,https://homefans.com/shop/,1,Hotel Add-on,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/hotel-upgrade/,https://homefans.com/product/hotel-upgrade/,https://homefans.com/shop/,2,Hotel Upgrade 4*,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/huracan-experience-standing-spots/,https://homefans.com/product/huracan-experience-standing-spots/,https://homefans.com/product/huracan-experience-standing-spots/,1,Buenos Aires: CA Huracán Match…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/huracan-match-day-experience/,https://homefans.com/product/huracan-match-day-experience/,https://homefans.com/product/huracan-match-day-experience/,1,Match Day Experience - Huracán…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/huracan-matchday-experience/,https://homefans.com/product/huracan-matchday-experience/,https://homefans.com/product/huracan-matchday-experience/,1,Huracán Matchday Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/,1,CA Independiente Local Matchda…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/independiente-medellin-matchday-experience-2/,https://homefans.com/product/independiente-medellin-matchday-experience-2/,https://homefans.com/product/independiente-medellin-matchday-experience-2/,3,Independiente Medellin Matchda…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/inter-milan-matchday-experience/,https://homefans.com/product/inter-milan-matchday-experience/,https://homefans.com/product/inter-milan-matchday-experience/,1,Internazionale matchday experi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/inter-milan-weekend-trip/,https://homefans.com/product/inter-milan-weekend-trip/,https://homefans.com/product/inter-milan-weekend-trip/,2,AC Milan Matchday & City C…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,1,Istanbul Football Experience:…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/istanbul-football-tour/,https://homefans.com/product/istanbul-football-tour/,https://homefans.com/product/istanbul-football-tour/,1,Ultimate Istanbul Football Adv…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/istanbul-matchday-experiences/,https://homefans.com/product/istanbul-matchday-experiences/,https://homefans.com/product/istanbul-matchday-experiences/,1,Istanbul Matchday Experiences,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/junior-de-barranquilla-match-day-experience/,https://homefans.com/product/junior-de-barranquilla-match-day-experience/,https://homefans.com/product/junior-de-barranquilla-match-day-experience/,1,Junior de Barranquilla Matchda…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/lanus-matchday-experience/,https://homefans.com/product/lanus-matchday-experience/,https://homefans.com/product/lanus-matchday-experience/,1,Lanús Matchday Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/le-classique/,https://homefans.com/product/le-classique/,https://homefans.com/product/le-classique/,1,Le Classique: Paris Saint Germ…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/legia-warszawa-matchday-expierience/,https://homefans.com/product/legia-warszawa-matchday-expierience/,https://homefans.com/product/legia-warszawa-matchday-expierience/,1,Legia Warszawa Matchday Experi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/liga-deportiva-universitaria-matchday-experience/,https://homefans.com/product/liga-deportiva-universitaria-matchday-experience/,https://homefans.com/product/liga-deportiva-universitaria-matchday-experience/,1,Liga Deportiva Universitaria Q…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/lima-42k-marathon-run-the-pacific-coast-of-peru/,https://homefans.com/product/lima-42k-marathon-run-the-pacific-coast-of-peru/,https://homefans.com/product/lima-42k-marathon-run-the-pacific-coast-of-peru/,1,Lima 42K Marathon and Half Mar…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/live-football-match-in-seoul-with-pre-game-kbbq/,https://homefans.com/product/live-football-match-in-seoul-with-pre-game-kbbq/,https://homefans.com/product/live-football-match-in-seoul-with-pre-game-kbbq/,1,Live Football Match In Seoul W…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/,1,Sparta Prague Matchday Experie…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/longside-middle-lower-upgrade/,https://homefans.com/product/longside-middle-lower-upgrade/,https://homefans.com/shop/,1,Longside Middle / Lower upgrad…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/lucha-libre-in-guadalajara-cmll-the-best-wrestling-in-the-world/,https://homefans.com/product/lucha-libre-in-guadalajara-cmll-the-best-wrestling-in-the-world/,https://homefans.com/product/lucha-libre-in-guadalajara-cmll-the-best-wrestling-in-the-world/,1,Lucha Libre Experience in Méxi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/madrid-real-madrid-bernabeu-stadium-tour-with-tapas/,https://homefans.com/product/madrid-real-madrid-bernabeu-stadium-tour-with-tapas/,https://homefans.com/product/madrid-real-madrid-bernabeu-stadium-tour-with-tapas/,2,Madrid: Real Madrid Bernabeu S…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/,1,Manchester United Pre-Match Ex…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/manchester-united-matchday-experience/,https://homefans.com/product/manchester-united-matchday-experience/,https://homefans.com/product/manchester-united-matchday-experience/,1,Manchester United Matchday Exp…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/maracana-stadium-tour-easy-access/,https://homefans.com/product/maracana-stadium-tour-easy-access/,https://homefans.com/product/maracana-stadium-tour-easy-access/,1,Inside Maracanã: Explore Rio’s…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/match-day-experience-with-guilherme/,https://homefans.com/product/match-day-experience-with-guilherme/,https://homefans.com/product/match-day-experience-with-guilherme/,1,São Paulo FC Match Day Experie…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/,1,Matchday and Street Food Tour…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/matchday-mexico-city/,https://homefans.com/product/matchday-mexico-city/,https://homefans.com/product/matchday-mexico-city/,1,Cruz Azul FC Match Day Experie…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/matchday-morumbi-stadium/,https://homefans.com/product/matchday-morumbi-stadium/,https://homefans.com/product/matchday-morumbi-stadium/,1,Matchday Morumbi Stadium,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/millonarios-matchday-experience/,https://homefans.com/product/millonarios-matchday-experience/,https://homefans.com/product/millonarios-matchday-experience/,1,Millonarios Football Tour Matc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/,1,Buenos Aires: Discover Buenos…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/napoli-murals-and-maradona-city-tour/,https://homefans.com/product/napoli-murals-and-maradona-city-tour/,https://homefans.com/product/napoli-murals-and-maradona-city-tour/,1,Diego Maradona Legacy Tour: Fo…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/newells-matchday-in-rosario/,https://homefans.com/product/newells-matchday-in-rosario/,https://homefans.com/product/newells-matchday-in-rosario/,1,Newell’s Old Boys Matchday in…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/olympique-marseille-matchday-experience/,https://homefans.com/product/olympique-marseille-matchday-experience/,https://homefans.com/product/olympique-marseille-matchday-experience/,1,Olympique Marseille Matchday E…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/palmeiras-match-day-experience-tour/,https://homefans.com/product/palmeiras-match-day-experience-tour/,https://homefans.com/product/palmeiras-match-day-experience-tour/,1,Palmeiras Matchday Experience…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/partizan-matchday-experience-with-local-host/,https://homefans.com/product/partizan-matchday-experience-with-local-host/,https://homefans.com/product/partizan-matchday-experience-with-local-host/,1,Partizan Matchday Experience w…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/pisa-sc-matchday-experience/,https://homefans.com/product/pisa-sc-matchday-experience/,https://homefans.com/product/pisa-sc-matchday-experience/,1,Pisa SC Matchday Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/platense-match-day-experience/,https://homefans.com/product/platense-match-day-experience/,https://homefans.com/product/platense-match-day-experience/,2,Platense - Match Day Experienc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/platense-matchday-experience/,https://homefans.com/product/platense-matchday-experience/,https://homefans.com/product/platense-matchday-experience/,1,Platense Matchday Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/play-football-in-rio-de-janeiro-with-locals/,https://homefans.com/product/play-football-in-rio-de-janeiro-with-locals/,https://homefans.com/product/play-football-in-rio-de-janeiro-with-locals/,1,Play Football in Rio de Janeir…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/prague-derby-slavia-prague-vs-sparta-prague/,https://homefans.com/product/prague-derby-slavia-prague-vs-sparta-prague/,https://homefans.com/product/prague-derby-slavia-prague-vs-sparta-prague/,1,Prague Derby: Slavia Prague v…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/private-car-round-transport/,https://homefans.com/product/private-car-round-transport/,https://homefans.com/shop/,1,Private Car Round Transport,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/private-transportation-per-person/,https://homefans.com/product/private-transportation-per-person/,https://homefans.com/shop/,1,Private transportation (Per Pe…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/private-transportation/,https://homefans.com/product/private-transportation/,https://homefans.com/shop/,1,Private Transportation,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/,2,Pumas UNAM Match Day Experienc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/pumas-unam-matchday-local-roar-at-olimpico-universitario/,https://homefans.com/product/pumas-unam-matchday-local-roar-at-olimpico-universitario/,https://homefans.com/product/pumas-unam-matchday-local-roar-at-olimpico-universitario/,1,Pumas UNAM Matchday: Local Roa…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/queens-park-rangers-pre-match-experience/,https://homefans.com/product/queens-park-rangers-pre-match-experience/,https://homefans.com/product/queens-park-rangers-pre-match-experience/,1,Queens Park Rangers Pre-match…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/,1,Queens Park Rangers (QPR) Matc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/racing-club-local-matchday-experience/,https://homefans.com/product/racing-club-local-matchday-experience/,https://homefans.com/product/racing-club-local-matchday-experience/,1,Racing Club Local Matchday Exp…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/racing-club-match-day-experience-2/,https://homefans.com/product/racing-club-match-day-experience-2/,https://homefans.com/product/racing-club-match-day-experience-2/,1,Racing Club Matchday at El Cil…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/real-madrid-matchday-experience-football-tapas-city-tour/,https://homefans.com/product/real-madrid-matchday-experience-football-tapas-city-tour/,https://homefans.com/product/real-madrid-matchday-experience-football-tapas-city-tour/,1,Real Madrid Matchday Experienc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/red-star-belgrade-basketball-matchday-experience-euroleague-night/,https://homefans.com/product/red-star-belgrade-basketball-matchday-experience-euroleague-night/,https://homefans.com/product/red-star-belgrade-basketball-matchday-experience-euroleague-night/,1,VIP Red Star Belgrade Basketba…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/red-star-belgrade-match-day-experience-feel-the-roar/,https://homefans.com/product/red-star-belgrade-match-day-experience-feel-the-roar/,https://homefans.com/product/red-star-belgrade-match-day-experience-feel-the-roar/,1,Red Star Belgrade Match Day Ex…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/red-star-matchday-experience/,https://homefans.com/product/red-star-matchday-experience/,https://homefans.com/product/red-star-matchday-experience/,1,Red Star Matchday Experience w…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/river-plate-boca-juniors-stadium-football-tour/,https://homefans.com/product/river-plate-boca-juniors-stadium-football-tour/,https://homefans.com/product/river-plate-boca-juniors-stadium-football-tour/,1,Buenos Aires: River Plate Stad…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/river-plate-hospitality-vip-experience/,https://homefans.com/product/river-plate-hospitality-vip-experience/,https://homefans.com/product/river-plate-hospitality-vip-experience/,1,River Plate – Hospitality VIP…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/,1,Experience River Plate Matchda…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/rome-matchday-the-romanisti-experience-with-as-roma/,https://homefans.com/product/rome-matchday-the-romanisti-experience-with-as-roma/,https://homefans.com/product/rome-matchday-the-romanisti-experience-with-as-roma/,1,Rome Matchday: The Romanisti E…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/san-lorenzo-match-day-experience/,https://homefans.com/product/san-lorenzo-match-day-experience/,https://homefans.com/product/san-lorenzo-match-day-experience/,1,VIP Match Day Experience - San…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/san-lorenzo-matchday-experience/,https://homefans.com/product/san-lorenzo-matchday-experience/,https://homefans.com/product/san-lorenzo-matchday-experience/,1,San Lorenzo Matchday Experienc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/santa-fe-football-tour-matchday-experience/,https://homefans.com/product/santa-fe-football-tour-matchday-experience/,https://homefans.com/product/santa-fe-football-tour-matchday-experience/,1,Santa Fe Football Tour Matchda…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,1,Santa Marta Favela Tour,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/santos-fc-matchday-experience-tour/,https://homefans.com/product/santos-fc-matchday-experience-tour/,https://homefans.com/product/santos-fc-matchday-experience-tour/,1,Santos FC Matchday Experience…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/sao-paulo-fc-matchday-at-morumbi-stadium/,https://homefans.com/product/sao-paulo-fc-matchday-at-morumbi-stadium/,https://homefans.com/product/sao-paulo-fc-matchday-at-morumbi-stadium/,1,São Paulo FC Matchday at Morum…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/sao-paulo-fc-matchday-experience/,https://homefans.com/product/sao-paulo-fc-matchday-experience/,https://homefans.com/product/sao-paulo-fc-matchday-experience/,1,São Paulo FC Matchday Experien…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/sao-paulo-fc-vip-matchday-experience-open-bar-open-food/,https://homefans.com/product/sao-paulo-fc-vip-matchday-experience-open-bar-open-food/,https://homefans.com/product/sao-paulo-fc-vip-matchday-experience-open-bar-open-food/,1,São Paulo FC VIP Matchday Expe…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/,https://homefans.com/product/se-palmeiras-matchday-experience/,1,SE Palmeiras Matchday Experien…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/,1,🏆 Top Rated | Fluminense Match…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/see-river-plate-live-in-el-monumental/,https://homefans.com/product/see-river-plate-live-in-el-monumental/,https://homefans.com/product/see-river-plate-live-in-el-monumental/,4,River Plate Matchday Experienc…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/sevilla-join-a-matchday-in-sevilla-with-a-local/,https://homefans.com/product/sevilla-join-a-matchday-in-sevilla-with-a-local/,https://homefans.com/product/sevilla-join-a-matchday-in-sevilla-with-a-local/,1,Real Betis: Enjoy a Matchday E…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/seville-football-experience-sevilla-fc-or-real-betis/,https://homefans.com/product/seville-football-experience-sevilla-fc-or-real-betis/,https://homefans.com/product/seville-football-experience-sevilla-fc-or-real-betis/,1,Seville Football Experience -…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/single-room-supplement/,https://homefans.com/product/single-room-supplement/,https://homefans.com/shop/,1,Single Room Surcharge,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/slavia-prague-match-day-experience-with-a-local/,https://homefans.com/product/slavia-prague-match-day-experience-with-a-local/,https://homefans.com/product/slavia-prague-match-day-experience-with-a-local/,1,Prague Derby Matchday Experien…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/slavia-prague-matchday-experience/,https://homefans.com/product/slavia-prague-matchday-experience/,https://homefans.com/product/slavia-prague-matchday-experience/,1,Slavia Prague Matchday Experie…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/sport-boys-matchday-experience-at-estadio-miguel-grau/,https://homefans.com/product/sport-boys-matchday-experience-at-estadio-miguel-grau/,https://homefans.com/product/sport-boys-matchday-experience-at-estadio-miguel-grau/,1,Sport Boys Matchday Experience…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/sport-club-corinthians-matchday-experience/,https://homefans.com/product/sport-club-corinthians-matchday-experience/,https://homefans.com/product/sport-club-corinthians-matchday-experience/,1,Corinthians Paulista Matchday…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ss-lazio-matchday-experience-2/,https://homefans.com/product/ss-lazio-matchday-experience-2/,https://homefans.com/product/ss-lazio-matchday-experience-2/,1,Live the Lazio Matchday Experi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ss-napoli-match-break/,https://homefans.com/product/ss-napoli-match-break/,https://homefans.com/product/ss-napoli-match-break/,1,Live Napoli: A 3-Day journey t…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/,https://homefans.com/product/ssc-napoli-football-and-maradona-experience/,1,SSC Napoli Matchday Experience…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/stadium-tour-2/,https://homefans.com/product/stadium-tour-2/,https://homefans.com/shop/,1,Stadium Tour,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/stadium-tour-buenos-aires/,https://homefans.com/product/stadium-tour-buenos-aires/,https://homefans.com/product/stadium-tour-buenos-aires/,1,Stadium Tour Buenos Aires (Min…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/superclasico/,https://homefans.com/product/superclasico/,https://homefans.com/product/superclasico/,1,The Ultimate Superclásico: Riv…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/t-shirt/,https://homefans.com/product/t-shirt/,https://homefans.com/shop/,1,T-shirt,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/the-basque-derby-athletic-bilbao-vs-real-sociedad/,https://homefans.com/product/the-basque-derby-athletic-bilbao-vs-real-sociedad/,https://homefans.com/product/the-basque-derby-athletic-bilbao-vs-real-sociedad/,1,The Basque Derby: Athletic Bil…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/the-battle-of-stockholm-hammarby-if-v-djurgarden/,https://homefans.com/product/the-battle-of-stockholm-hammarby-if-v-djurgarden/,https://homefans.com/product/the-battle-of-stockholm-hammarby-if-v-djurgarden/,1,The Battle of Stockholm: Hamma…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/the-old-firm-celtic-rangers/,https://homefans.com/product/the-old-firm-celtic-rangers/,https://homefans.com/product/the-old-firm-celtic-rangers/,1,The Old Firm: Celtic v Rangers,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/the-old-firm-rangers-vs-celtic/,https://homefans.com/product/the-old-firm-rangers-vs-celtic/,https://homefans.com/product/the-old-firm-rangers-vs-celtic/,1,The Old Firm: Rangers vs Celti…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/the-west-ham-experience/,https://homefans.com/product/the-west-ham-experience/,https://homefans.com/product/the-west-ham-experience/,1,London: The West Ham United Ex…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ticket-upgrade-2/,https://homefans.com/product/ticket-upgrade-2/,https://homefans.com/shop/,2,Ticket Upgrade,,,2026-04-20 America/Los_Angeles,
